"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"308","Buddy Howell","HST","rb","8","@KC","1.1","0","0","0","0","0","0","0","1.6471","6.5573","0.0408","0.0959","0.0752","0.6057","0.0023","0.0149","0.0075","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"309","Trent Taylor","SF","wr","11","ARZ","3.2","3900","0","0","0","0","0","0","0","0","0","1.8935","1.3396","13.3733","0.072","0.0503","0.0251","0.0029","50.3474","0.0222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"310","Levine Toilolo","NYG","te","11","PIT","1.5","0","0","0","0","0","0","0","0","0","0","0.796","0.5831","6.3631","0.0483","0.0057","0.0028","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"311","Tyler Kroft","BUF","te","11","NYJ","1.5","2800","0","0","0","0","0","0","0","0","0","0.873","0.5669","6.1814","0.0508","0.0056","0.0028","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"312","Cedrick Wilson","DAL","wr","10","@LA","3.1","0","0","0","0","0","0","0","0","0","0","1.7326","1.0845","14.9596","0.079","0.0112","0.0056","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"313","Josh Hill","NO","te","6","TB","1.4","2800","0","0","0","0","0","0","0","0","0","0.718","0.5896","4.7457","0.0478","0.0053","0.0027","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"314","Ross Dwelley","SF","te","11","ARZ","1.4","2500","0","0","0","0","0","0","0","0","0","0.6943","0.5101","5.1177","0.054","0.005","0.0025","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"315","Patrick Laird","MIA","rb","11","@NE","0.9","4000","0","0","0","0","0","0","0.4473","1.6572","0.0105","0.4699","0.3699","2.8517","0.0078","0.0067","0.0034","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"316","Isaiah Ford","MIA","wr","11","@NE","3","3600","0","0","0","0","0","0","0","0","0","1.8794","1.1701","14.0108","0.0698","0.0115","0.0057","0.0039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317","Andy Isabella","ARZ","wr","8","@SF","3","3600","0","0","0","0","0","0","0.2152","1.4471","0.0071","1.5281","0.9683","12.8562","0.0634","0.0611","0.0305","0.0019","68.0534","0.0272","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"318","Jakobi Meyers","NE","wr","6","MIA","3","3500","0","0","0","0","0","0","0","0","0","1.6402","1.0793","14.0958","0.0877","0.0103","0.0052","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"319","J.J. Taylor","NE","rb","6","MIA","0.8","4000","0","0","0","0","0","0","0.8046","3.4187","0.0246","0.164","0.1345","1.1107","0.0045","0.0083","0.0042","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"320","Jordan Wilkins","IND","rb","7","@JAX","0.8","4000","0","0","0","0","0","0","0.4918","2.1987","0.0163","0.325","0.2635","1.7891","0.0046","0.0081","0.004","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"321","Rico Dowdle","DAL","rb","10","@LA","0.8","0","0","0","0","0","0","0","0.4747","1.9733","0.0132","0.3332","0.266","2.0818","0.009","0.0067","0.0034","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"322","Demarcus Robinson","KC","wr","10","HST","2.9","0","0","0","0","0","0","0","0.0439","0.2732","0.0023","1.518","0.9263","12.9277","0.1059","0.008","0.004","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"323","Devin Duvernay","BLT","wr","8","CLV","2.9","4400","0","0","0","0","0","0","0","0","0","1.7794","1.0934","13.3022","0.0777","0.0115","0.0057","0.0023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"324","Adam Shaheen","MIA","te","11","@NE","1.2","3100","0","0","0","0","0","0","0","0","0","0.6265","0.4373","4.4573","0.0435","0.0043","0.0022","0.0031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"325","Albert Okwuegbunam","DEN","te","8","TEN","1.2","0","0","0","0","0","0","0","0","0","0","0.6443","0.4495","5.1256","0.0369","0.0046","0.0023","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"326","Jordan Thomas","HST","te","8","@KC","1.2","0","0","0","0","0","0","0","0","0","0","0.6393","0.4469","4.8267","0.0402","0.0044","0.0022","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"327","Tyler Ervin","GB","rb","5","@MIN","0.7","4000","0","0","0","0","0","0","0.2087","0.8292","0.0049","0.2744","0.2155","1.8777","0.0087","0.0551","0.0275","0.0003","48.7841","0.026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"328","Dontrell Hilliard","CLV","rb","9","@BLT","0.7","4000","0","0","0","0","0","0","0.3054","1.2366","0.0086","0.3216","0.2552","2.0209","0.0027","0.0049","0.0024","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"329","Trenton Cannon","CAR","rb","13","LV","0.7","4000","0","0","0","0","0","0","0.2351","0.9162","0.0074","0.3155","0.2486","2.1355","0.0076","0.0042","0.0021","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"330","Javon Wims","CHI","wr","11","@DET","2.8","3100","0","0","0","0","0","0","0","0","0","1.6649","1.0214","13.3153","0.0774","0.01","0.005","0.0035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"331","Andy Janovich","CLV","rb","9","@BLT","0.6","4000","0","0","0","0","0","0","0.0705","0.2789","0.0021","0.3216","0.2474","2.2636","0.0075","0.0029","0.0015","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"332","D'Ernest Johnson","CLV","rb","9","@BLT","0.6","4000","0","0","0","0","0","0","0.1175","0.4738","0.003","0.3216","0.2508","2.0757","0.005","0.0034","0.0017","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"333","Patrick DiMarco","BUF","rb","11","NYJ","0.5","4000","0","0","0","0","0","0","0.1067","0.4242","0.003","0.291","0.2239","1.9307","0.0042","0.003","0.0015","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"334","Samaje Perine","CIN","rb","9","LAC","0.5","4000","0","0","0","0","0","0","0.4433","1.8109","0.0136","0.1567","0.1263","0.9642","0.0035","0.005","0.0025","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"335","Javon Leake","NYG","rb","11","PIT","0.5","0","0","0","0","0","0","0","0.1138","0.4839","0.0034","0.1592","0.1285","1.0412","0.0035","0.0571","0.0285","0.0001","71.4359","0.0261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"336","Phillip Dorsett","SEA","wr","6","@ATL","2.6","4200","0","0","0","0","0","0","0.1808","1.0644","0.007","1.4214","0.8716","10.6408","0.0776","0.0079","0.004","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"337","Durham Smythe","MIA","te","11","@NE","0.9","2700","0","0","0","0","0","0","0","0","0","0.4699","0.3154","3.5598","0.0304","0.0031","0.0016","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"338","Justice Hill","BLT","rb","8","CLV","0.4","4000","0","0","0","0","0","0","0.2949","1.2746","0.0108","0.0593","0.047","0.3672","0.0009","0.0523","0.0261","0.0002","65.4321","0.0295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"339","Kalif Raymond","TEN","wr","7","@DEN","2.5","0","0","0","0","0","0","0","0.0803","0.4891","0.003","1.2795","0.7625","11.5817","0.0699","0.0388","0.0194","0.0029","15.9655","0.0153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"340","Tyron Johnson","LAC","wr","10","@CIN","2.5","3000","0","0","0","0","0","0","0","0","0","1.3604","0.8146","11.0457","0.0693","0.0593","0.0296","0.0022","48.9146","0.0312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"341","MyCole Pruitt","TEN","te","7","@DEN","0.8","0","0","0","0","0","0","0","0","0","0","0.4265","0.308","3.2057","0.0312","0.0031","0.0015","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"342","Daniel Brown","NYJ","te","11","@BUF","0.8","2500","0","0","0","0","0","0","0","0","0","0.463","0.3008","3.3194","0.0305","0.0031","0.0015","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"343","Taiwan Jones","BUF","rb","11","NYJ","0.3","4000","0","0","0","0","0","0","0.0267","0.1066","0.0007","0.0291","0.0229","0.1866","0.0004","0.0853","0.0426","0","80.2115","0.0396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"344","Ty Johnson","DET","rb","5","CHI","0.3","4000","0","0","0","0","0","0","0.4949","1.9976","0.0128","0","0","0","0","0.0037","0.0019","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"345","Gus Edwards","BLT","rb","8","CLV","0.3","4000","0","0","0","0","0","0","0.2949","1.3622","0.0091","0.0593","0.0473","0.3774","0.0011","0.0027","0.0014","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"346","Paul Richardson Jr.","SEA","wr","6","@ATL","2.4","0","0","0","0","0","0","0","0","0","0","1.4214","0.9222","10.9395","0.0694","0.0085","0.0042","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"347","Luke Stocker","ATL","te","10","SEA","0.7","0","0","0","0","0","0","0","0","0","0","0.3611","0.2716","2.6658","0.0203","0.0034","0.0017","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"348","Khari Blasingame","TEN","rb","7","@DEN","0.2","0","0","0","0","0","0","0","0.1338","0.5349","0.0037","0.0569","0.0449","0.3515","0.0014","0.0016","0.0008","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"349","Qadree Ollison","ATL","rb","10","SEA","0.2","4000","0","0","0","0","0","0","0.2297","0.9212","0.0072","0.0361","0.0294","0.2464","0.0011","0.0027","0.0013","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"350","DaeSean Hamilton","DEN","wr","8","TEN","2.3","0","0","0","0","0","0","0","0","0","0","1.4496","0.9498","10.4155","0.0489","0.0084","0.0042","0.0019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"351","Dante Pettis","SF","wr","11","ARZ","2.3","3700","0","0","0","0","0","0","0","0","0","1.2623","0.7947","10.2086","0.068","0.043","0.0215","0.0016","19.545","0.0187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"352","Demetrius Harris","CHI","te","11","@DET","0.6","2600","0","0","0","0","0","0","0","0","0","0.333","0.2261","2.3563","0.0254","0.0021","0.001","0.0019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"353","Blake Bell","DAL","te","10","@LA","0.6","0","0","0","0","0","0","0","0","0","0","0.3332","0.2437","2.581","0.0205","0.0024","0.0012","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"354","Tyler Conklin","MIN","te","7","GB","0.6","2500","0","0","0","0","0","0","0","0","0","0.3256","0.2338","2.6772","0.0206","0.0023","0.0012","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"355","Ameer Abdullah","MIN","rb","7","GB","0.1","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0447","0.0223","0","54.4562","0.0208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"356","Ke'Shawn Vaughn","TB","rb","13","@NO","0.1","4500","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0219","0.011","0","29.8524","0.0124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"357","Eno Benjamin","ARZ","rb","8","@SF","0.1","4000","0","0","0","0","0","0","0.0215","0.0908","0.0006","0.0306","0.0248","0.1871","0.0006","0.0004","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"358","K.J. Hill","LAC","wr","10","@CIN","2.2","3000","0","0","0","0","0","0","0","0","0","1.3604","0.8604","9.9462","0.0607","0.009","0.0045","0.0023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"359","Lee Smith","BUF","te","11","NYJ","0.5","2500","0","0","0","0","0","0","0","0","0","0.291","0.2059","2.0515","0.0158","0.0021","0.001","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"360","Johnny Mundt","LA","te","9","DAL","0.4","0","0","0","0","0","0","0","0","0","0","0.2044","0.1494","1.5575","0.0129","0.0015","0.0008","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"361","Deon Yelder","KC","te","10","HST","0.3","0","0","0","0","0","0","0","0","0","0","0.1687","0.1174","1.3318","0.0132","0.0015","0.0007","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"362","Zach Gentry","PIT","te","8","@NYG","0.3","0","0","0","0","0","0","0","0","0","0","0.1705","0.1171","1.3774","0.0117","0.0012","0.0006","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"363","Noah Togiai","IND","te","7","@JAX","0.3","2500","0","0","0","0","0","0","0","0","0","0.1704","0.1184","1.3292","0.0121","0.0012","0.0006","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"364","Justin Watson","TB","wr","13","@NO","1.9","3800","0","0","0","0","0","0","0","0","0","1.1446","0.7092","8.9526","0.0492","0.007","0.0035","0.0021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"365","Keith Kirkwood","CAR","wr","13","LV","1.6","3000","0","0","0","0","0","0","0","0","0","0.9466","0.5596","7.5871","0.0481","0.0056","0.0028","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"366","Quintez Cephus","DET","wr","5","CHI","1.5","3300","0","0","0","0","0","0","0","0","0","0.8298","0.5214","6.9624","0.0392","0.0055","0.0027","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"367","Gabriel Davis","BUF","wr","11","NYJ","1.4","3000","0","0","0","0","0","0","0","0","0","0.9021","0.5112","7.1097","0.0345","0.0054","0.0027","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"368","Olamide Zaccheaus","ATL","wr","10","SEA","1.2","3000","0","0","0","0","0","0","0","0","0","0.7222","0.4907","5.5265","0.0307","0.0051","0.0026","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"369","Rashard Higgins","CLV","wr","9","@BLT","1.1","4300","0","0","0","0","0","0","0","0","0","0.6432","0.3901","5.7775","0.0275","0.0059","0.003","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"370","David Moore","SEA","wr","6","@ATL","1.1","3600","0","0","0","0","0","0","0.2324","1.5436","0.0089","0.4549","0.2481","4.2704","0.0292","0.0061","0.003","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"371","Keke Coutee","HST","wr","8","@KC","1.1","0","0","0","0","0","0","0","0.1781","1.1532","0.0057","0.6393","0.4193","4.2273","0.0182","0.0058","0.0029","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"372","Rashard Davis","TEN","wr","7","@DEN","1","0","0","0","0","0","0","0","0","0","0","0.5687","0.35","4.5178","0.0264","0.0037","0.0018","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"373","KeeSean Johnson","ARZ","wr","8","@SF","1","3300","0","0","0","0","0","0","0.0646","0.445","0.0021","0.6112","0.3775","4.4787","0.0224","0.0053","0.0027","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"374","Deonte Harris","NO","wr","6","TB","1","3300","0","0","0","0","0","0","0.1212","0.8306","0.0049","0.3949","0.2711","3.5109","0.0206","0.0422","0.0211","0.0006","29.7112","0.0198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"375","K.J. Osborn","MIN","wr","7","GB","0.9","3000","0","0","0","0","0","0","0","0","0","0.4884","0.3093","4.0142","0.0238","0.0268","0.0134","0.0008","13.1482","0.0119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"376","Byron Pringle","KC","wr","10","HST","0.9","0","0","0","0","0","0","0","0","0","0","0.506","0.3041","4.2743","0.03","0.0031","0.0015","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"377","Bennie Fowler","NO","wr","6","TB","0.8","3200","0","0","0","0","0","0","0","0","0","0.4308","0.2987","3.2833","0.0209","0.0037","0.0018","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"378","Corey Coleman","NYG","wr","11","PIT","0.7","0","0","0","0","0","0","0","0.0683","0.4234","0.0026","0.4139","0.2483","3.2486","0.0155","0.0029","0.0014","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"379","Tajae Sharpe","MIN","wr","7","GB","0.7","3800","0","0","0","0","0","0","0","0","0","0.4233","0.2577","3.5025","0.0209","0.0023","0.0011","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"380","Zay Jones","LV","wr","6","@CAR","0.7","3500","0","0","0","0","0","0","0","0","0","0.4683","0.2779","2.8346","0.0156","0.0032","0.0016","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"381","Ventell Bryant","DAL","wr","10","@LA","0.6","0","0","0","0","0","0","0","0","0","0","0.3332","0.2081","2.6111","0.0138","0.0022","0.0011","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"382","Chris Moore","BLT","wr","8","CLV","0.5","3000","0","0","0","0","0","0","0","0","0","0.2966","0.1893","1.9717","0.0103","0.0019","0.0009","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"383","Keelan Cole","JAX","wr","7","IND","0.5","3800","0","0","0","0","0","0","0","0","0","0.3114","0.1988","2.6792","0.012","0.0024","0.0012","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"384","Isaiah Hodgins","BUF","wr","11","NYJ","0.5","3000","0","0","0","0","0","0","0","0","0","0.291","0.1718","2.2239","0.0105","0.0018","0.0009","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"385","Donovan Peoples-Jones","CLV","wr","9","@BLT","0.5","3700","0","0","0","0","0","0","0","0","0","0.3216","0.1926","2.4165","0.0119","0.002","0.001","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"386","Alex Erickson","CIN","wr","9","LAC","0.4","3600","0","0","0","0","0","0","0.2216","1.3561","0.0101","0","0","0","0","0.0963","0.0482","0","95.1555","0.0476","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"387","Isaiah McKenzie","BUF","wr","11","NYJ","0.4","3600","0","0","0","0","0","0","0","0","0","0.291","0.1943","1.6231","0.0074","0.0017","0.0009","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"388","Braxton Berrios","NYJ","wr","11","@BUF","0.4","3000","0","0","0","0","0","0","0","0","0","0.1447","0.0825","0.9771","0.005","0.0553","0.0276","0.0002","31.4467","0.0333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
