"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"389","Seth Roberts","CAR","wr","13","LV","0.3","3800","0","0","0","0","0","0","0","0","0","0.1578","0.1045","1.2591","0.007","0.0009","0.0004","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"390","Pharoh Cooper","CAR","wr","13","LV","0.3","3000","0","0","0","0","0","0","0.0705","0.4414","0.0031","0","0","0","0","0.0704","0.0352","0","71.2716","0.0364","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"391","Nsimba Webster","LA","wr","9","DAL","0.3","0","0","0","0","0","0","0","0","0","0","0.1022","0.0685","0.8131","0.0045","0.0634","0.0317","0.0002","65.0093","0.0307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"392","Damion Ratley","NYG","wr","11","PIT","0.3","3300","0","0","0","0","0","0","0","0","0","0.1608","0.0918","1.2791","0.0059","0.0009","0.0004","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"393","Dezmon Patmon","IND","wr","7","@JAX","0.3","3000","0","0","0","0","0","0","0","0","0","0.1625","0.1004","1.2486","0.0076","0.0011","0.0005","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"394","JoJo Natson","CLV","wr","9","@BLT","0.2","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0689","0.0344","0","72.4224","0.0336","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"395","Diontae Spencer","DEN","wr","8","TEN","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0771","0.0385","0","83.853","0.0344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"396","DeAndre Carter","HST","wr","8","@KC","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0796","0.0398","0","69.2376","0.0302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"397","Brandon Powell","ATL","wr","10","SEA","0.1","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0569","0.0285","0","53.677","0.0265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"398","James Proche","BLT","wr","8","CLV","0.1","3000","0","0","0","0","0","0","0","0","0","0.0297","0.0181","0.2122","0.0012","0.0002","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"399","Taysom Hill","NO","qb","6","TB","5.1","4400","0.5487","0.6941","6.1319","0.0375","0.0154","0.0553","2.0345","9.9367","0.1028","1.4359","1.1228","11.9946","0.1313","0.1561","0.0781","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"400","Jalen Hurts","PHI","qb","9","@WAS","1.3","5000","0.9359","1.4019","10.6826","0.0704","0.0362","0.1317","1.0012","2.8157","0.0556","0","0","0","0","0.094","0.047","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"401","Blaine Gabbert","TB","qb","13","@NO","0.9","4700","1.0364","1.5643","12.99","0.0791","0.0459","0.1064","0.0763","0.4871","0.0026","0","0","0","0","0.0205","0.0103","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"402","Mason Rudolph","PIT","qb","8","@NYG","0.9","0","1.167","1.7561","12.9511","0.0789","0.0489","0.1079","0.1825","0.5732","0.0059","0","0","0","0","0.0321","0.016","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"403","Tua Tagovailoa","MIA","qb","11","@NE","0.9","5200","1.0176","1.6631","11.5598","0.0647","0.0506","0.1429","0.3233","1.0425","0.015","0","0","0","0","0.0397","0.0199","0.0032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"404","Matt Schaub","ATL","qb","10","SEA","0.8","5000","1.0264","1.6064","12.3725","0.0688","0.0337","0.0844","0.0291","0.4746","0.0023","0","0","0","0","0.0197","0.0099","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"405","Chad Henne","KC","qb","10","HST","0.8","0","0.9223","1.4788","11.396","0.0851","0.0379","0.1151","0.0583","0.4896","0.0032","0","0","0","0","0.0196","0.0098","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"406","Robert Griffin III","BLT","qb","8","CLV","0.8","4800","0.792","1.3043","9.0599","0.0611","0.0274","0.1152","0.3886","1.2289","0.0135","0","0","0","0","0.0387","0.0193","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"407","Justin Herbert","LAC","qb","10","@CIN","0.8","5500","0.9401","1.628","10.3881","0.0755","0.0455","0.1466","0.2759","0.9405","0.0132","0","0","0","0","0.0353","0.0177","0.0029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"408","Ryan Finley","CIN","qb","9","LAC","0.8","5000","1.0005","1.7118","12.053","0.0714","0.0474","0.1517","0.1885","0.529","0.0062","0","0","0","0","0.0315","0.0157","0.0029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"409","John Wolford","LA","qb","9","DAL","0.8","0","0.9821","1.4133","11.4924","0.0657","0.0349","0.1198","0.1182","0.8797","0.0042","0","0","0","0","0.0199","0.0099","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"410","Chase Daniel","DET","qb","5","CHI","0.7","5000","0.906","1.3498","10.8297","0.0665","0.0303","0.1336","0.1047","0.4072","0.0025","0","0","0","0","0.0181","0.009","0.0021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"411","Colt McCoy","NYG","qb","11","PIT","0.7","0","0.8919","1.3463","9.7028","0.0546","0.0185","0.1417","0.1322","0.5467","0.0022","0","0","0","0","0.021","0.0105","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"412","Andy Dalton","DAL","qb","10","@LA","0.7","0","0.8902","1.4522","10.8577","0.0619","0.0392","0.1026","0.0634","0.2875","0.0049","0","0","0","0","0.012","0.006","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"413","Nick Foles","CHI","qb","11","@DET","0.7","5400","0.9055","1.5101","10.0501","0.0654","0.0282","0.0737","0.0332","0.3408","0.0023","0","0","0","0","0.0243","0.0121","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"414","Geno Smith","SEA","qb","6","@ATL","0.7","4000","0.7778","1.2897","9.873","0.0676","0.0603","0.1119","0.1309","0.5022","0.0036","0","0","0","0","0.0233","0.0116","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"415","A.J. McCarron","HST","qb","8","@KC","0.7","0","0.8696","1.4296","10.4023","0.061","0.026","0.1285","0.1088","0.5064","0.004","0","0","0","0","0.0192","0.0096","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"416","Sean Mannion","MIN","qb","7","GB","0.7","4000","0.9563","1.4356","10.2056","0.0666","0.0546","0.0872","0.0384","0.445","0.0028","0","0","0","0","0.0184","0.0092","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"417","Jacoby Brissett","IND","qb","7","@JAX","0.7","5100","0.8843","1.3125","9.3832","0.0623","0.0216","0.1089","0.1475","0.6129","0.0079","0","0","0","0","0.0199","0.0099","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"418","Jeff Driskel","DEN","qb","8","TEN","0.7","0","0.8632","1.3192","10.3085","0.0561","0.0271","0.1276","0.153","0.7472","0.0038","0","0","0","0","0.0215","0.0107","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"419","Phillip Walker","CAR","qb","13","LV","0.7","4000","0.8487","1.4147","10.0439","0.0578","0.0376","0.1067","0.0799","0.4858","0.0019","0","0","0","0","0.0175","0.0088","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"420","Nick Mullens","SF","qb","11","ARZ","0.7","4000","0.9137","1.3987","10.2207","0.0693","0.0412","0.0915","0.0083","0.3473","0.0015","0","0","0","0","0.0155","0.0078","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"421","Kyle Allen","WAS","qb","8","PHI","0.7","4600","0.813","1.3391","9.5144","0.0609","0.0353","0.1129","0.1557","0.4445","0.0088","0","0","0","0","0.0323","0.0162","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"422","Jordan Love","GB","qb","5","@MIN","0.7","4300","0.9519","1.4829","10.972","0.0644","0.0388","0.1102","0.1094","0.5101","0.0026","0","0","0","0","0.0202","0.0101","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"423","Case Keenum","CLV","qb","9","@BLT","0.6","4500","0.8619","1.4111","9.5697","0.0565","0.0329","0.0891","0.0497","0.2023","0.004","0","0","0","0","0.0244","0.0122","0.0027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"424","Mike Glennon","JAX","qb","7","IND","0.6","4400","0.8489","1.4471","9.3823","0.0534","0.0301","0.108","0.0613","0.477","0.0028","0","0","0","0","0.0193","0.0097","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"425","Jameis Winston","NO","qb","6","TB","0.6","5500","0.823","1.0592","9.1979","0.0562","0.0265","0.0682","0.0682","0.547","0.001","0","0","0","0","0.0118","0.0059","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"426","Brett Hundley","ARZ","qb","8","@SF","0.6","4700","0.8586","1.3315","9.203","0.0503","0.0452","0.1201","0.1296","0.6014","0.0033","0","0","0","0","0.0202","0.0101","0.0027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"427","Nathan Peterman","LV","qb","6","@CAR","0.6","4000","0.858","1.3114","9.1594","0.0622","0.0776","0.1038","0.1404","0.5079","0.0062","0","0","0","0","0.022","0.011","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"428","Jarrett Stidham","NE","qb","6","MIA","0.6","5200","0.6941","1.0333","7.7084","0.05","0.0239","0.0821","0.2041","0.7098","0.0092","0","0","0","0","0.0241","0.0121","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"429","Cole McDonald","TEN","qb","7","@DEN","0.6","0","0.7608","1.223","9.1057","0.0585","0.0345","0.1046","0.1016","0.52","0.0035","0","0","0","0","0.0176","0.0088","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"430","Joe Flacco","NYJ","qb","11","@BUF","0.5","4400","0.724","1.3007","8.0278","0.0475","0.0327","0.0978","0.038","0.2059","0.0015","0","0","0","0","0.0197","0.0098","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"431","Matt Barkley","BUF","qb","11","NYJ","0.5","4300","0.7464","1.419","8.7","0.0449","0.0748","0.0704","0.0363","0.4164","0.0025","0","0","0","0","0.0204","0.0102","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"432","Brian Hoyer","NE","qb","6","MIA","0.4","4000","0.4627","0.7374","5.1389","0.0334","0.0099","0.0394","0.0135","0.2271","0.0009","0","0","0","0","0.0096","0.0048","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"433","Eagles DST","PHI","dst","9","@WAS","9","3600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.471","0.0399","1.2139","1.0276","0.5138","0.2163","48.695","0.0306","0.0161","0.042","0.1248","0.2231","0.26","0.1974","0.1367","0","0","0","0","0","0","0","0","0","0"
"434","Steelers DST","PIT","dst","8","@NYG","8.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0698","0.0397","0.9795","1.2983","0.6491","0.1053","51.8765","0.0284","0.0243","0.0564","0.1509","0.2417","0.2523","0.1716","0.1026","0","0","0","0","0","0","0","0","0","0"
"435","Bills DST","BUF","dst","11","NYJ","7.8","3700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4284","0.0384","1.1184","0.8372","0.4186","0.0992","80.2115","0.0396","0.0294","0.0691","0.1791","0.2662","0.2472","0.1434","0.0655","0","0","0","0","0","0","0","0","0","0"
"436","Chargers DST","LAC","dst","10","@CIN","7.6","2800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1115","0.0402","0.9807","0.9929","0.4965","0.1138","48.9146","0.0312","0.0185","0.0465","0.1333","0.2299","0.2582","0.189","0.1246","0","0","0","0","0","0","0","0","0","0"
"437","Ravens DST","BLT","dst","8","CLV","7.6","3100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.354","0.0355","1.1579","0.8494","0.4247","0.1228","77.5252","0.0413","0.0188","0.0507","0.1483","0.2504","0.2643","0.1742","0.0934","0","0","0","0","0","0","0","0","0","0"
"438","Chiefs DST","KC","dst","10","HST","7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4252","0.0343","0.7965","1.1619","0.581","0.0457","74.2842","0.0511","0.0139","0.0409","0.1293","0.2367","0.2707","0.1935","0.1151","0","0","0","0","0","0","0","0","0","0"
"439","Patriots DST","NE","dst","6","MIA","7.4","3200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2555","0.0363","1.0588","1.04","0.52","0.1273","48.7778","0.0278","0.0212","0.0552","0.1563","0.2553","0.2605","0.1661","0.0853","0","0","0","0","0","0","0","0","0","0"
"440","49ers DST","SF","dst","11","ARZ","7.3","3500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8839","0.0354","0.7844","0.9669","0.4835","0.121","69.8925","0.041","0.0179","0.0489","0.145","0.2483","0.2656","0.1775","0.0968","0","0","0","0","0","0","0","0","0","0"
"441","Jets DST","NYJ","dst","11","@BUF","7.1","2100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5203","0.043","0.8268","1.3632","0.6816","0.1085","31.4467","0.0333","0.0177","0.0449","0.1305","0.2277","0.2589","0.1918","0.1285","0","0","0","0","0","0","0","0","0","0"
"442","Bears DST","CHI","dst","11","@DET","6.9","3300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5202","0.0407","0.8559","0.9927","0.4964","0.1566","116.7334","0.0612","0.0139","0.0378","0.1163","0.2159","0.2609","0.2055","0.1496","0","0","0","0","0","0","0","0","0","0"
"443","Broncos DST","DEN","dst","8","TEN","6.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0509","0.0348","0.6833","1.1086","0.5543","0.1409","83.853","0.0344","0.0083","0.028","0.1004","0.2097","0.2734","0.2227","0.1574","0","0","0","0","0","0","0","0","0","0"
"444","Colts DST","IND","dst","7","@JAX","6.8","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7027","0.0396","0.6511","1.1896","0.5948","0.0646","73.663","0.0441","0.0228","0.0538","0.1465","0.239","0.2541","0.176","0.1078","0","0","0","0","0","0","0","0","0","0"
"445","Packers DST","GB","dst","5","@MIN","6.7","2600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2881","0.0413","0.8723","1.1248","0.5624","0.1672","48.7841","0.026","0.0136","0.0371","0.115","0.2146","0.261","0.2069","0.1518","0","0","0","0","0","0","0","0","0","0"
"446","Raiders DST","LV","dst","6","@CAR","6.6","2600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6985","0.0409","0.8403","1.0273","0.5137","0.0739","32.6354","0.03","0.0148","0.0395","0.1198","0.2189","0.2606","0.2022","0.1441","0","0","0","0","0","0","0","0","0","0"
"447","Falcons DST","ATL","dst","10","SEA","6.5","2300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8797","0.0337","0.6469","1.1849","0.5925","0.1781","53.677","0.0265","0.0069","0.0242","0.0909","0.199","0.2719","0.2322","0.1749","0","0","0","0","0","0","0","0","0","0"
"448","Bengals DST","CIN","dst","9","LAC","6.5","2900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7339","0.0354","0.39","1.0822","0.5411","0.0521","95.1555","0.0476","0.0096","0.0313","0.1082","0.2178","0.2736","0.2149","0.1446","0","0","0","0","0","0","0","0","0","0"
"449","Panthers DST","CAR","dst","13","LV","6.4","2500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3913","0.0353","0.7379","0.8989","0.4495","0.1782","71.2716","0.0364","0.0103","0.0329","0.1119","0.2213","0.2735","0.2112","0.139","0","0","0","0","0","0","0","0","0","0"
"450","Seahawks DST","SEA","dst","6","@ATL","6.3","2400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4261","0.0411","0.6745","1.1981","0.599","0.1727","57.2384","0.0335","0.0092","0.0279","0.0945","0.1939","0.2593","0.226","0.1892","0","0","0","0","0","0","0","0","0","0"
"451","Titans DST","TEN","dst","7","@DEN","6.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3335","0.0404","0.8772","1.0538","0.5269","0.0514","43.9524","0.0282","0.0148","0.0395","0.1198","0.2189","0.2606","0.2022","0.1441","0","0","0","0","0","0","0","0","0","0"
"452","Cowboys DST","DAL","dst","10","@LA","6.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2793","0.0411","0.764","1.1234","0.5617","0.1417","37.3242","0.0219","0.0116","0.033","0.1062","0.2062","0.261","0.2152","0.1669","0","0","0","0","0","0","0","0","0","0"
"453","Cardinals DST","ARZ","dst","8","@SF","6","2100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6246","0.0445","0.796","0.9963","0.4981","0.1595","81.1397","0.0391","0.0056","0.0192","0.0727","0.1672","0.2504","0.2443","0.2405","0","0","0","0","0","0","0","0","0","0"
"454","Football Team DST","WAS","dst","8","PHI","6","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5193","0.0345","0.7003","1.5214","0.7607","0.0561","66.5576","0.041","0.0069","0.0245","0.0916","0.1997","0.2721","0.2316","0.1736","0","0","0","0","0","0","0","0","0","0"
"455","Giants DST","NYG","dst","11","PIT","5.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9559","0.036","0.8145","1.0728","0.5364","0.0966","86.142","0.0377","0.0104","0.0332","0.1126","0.222","0.2735","0.2104","0.1379","0","0","0","0","0","0","0","0","0","0"
"456","Lions DST","DET","dst","5","CHI","5.8","2700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6158","0.0348","0.7289","1.0044","0.5022","0.0512","69.4341","0.0438","0.0089","0.0295","0.1039","0.2134","0.2736","0.2192","0.1515","0","0","0","0","0","0","0","0","0","0"
"457","Rams DST","LA","dst","9","DAL","5.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5636","0.0346","0.7003","1.123","0.5615","0.0529","65.0093","0.0307","0.0088","0.0292","0.1032","0.2126","0.2736","0.2199","0.1527","0","0","0","0","0","0","0","0","0","0"
"458","Jaguars DST","JAX","dst","7","IND","5.6","2300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0818","0.0356","0.8094","0.7516","0.3758","0.1236","51.0164","0.0312","0.0091","0.0301","0.1054","0.2149","0.2736","0.2178","0.1492","0","0","0","0","0","0","0","0","0","0"
"459","Browns DST","CLV","dst","9","@BLT","5.5","2200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6396","0.0447","0.6373","1.3013","0.6507","0.0484","72.4224","0.0336","0.0055","0.0188","0.0716","0.1657","0.2497","0.2452","0.2435","0","0","0","0","0","0","0","0","0","0"
"460","Dolphins DST","MIA","dst","11","@NE","5.4","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1612","0.0442","0.7137","1.0032","0.5016","0.1245","62.8763","0.0394","0.0076","0.0241","0.0853","0.1833","0.2566","0.2341","0.2091","0","0","0","0","0","0","0","0","0","0"
"461","Vikings DST","MIN","dst","7","GB","5.4","2500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8026","0.0354","0.4424","0.8493","0.4246","0.0428","67.6044","0.0327","0.0113","0.0352","0.1171","0.2262","0.273","0.2059","0.1314","0","0","0","0","0","0","0","0","0","0"
"462","Saints DST","NO","dst","6","TB","5.2","2400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.079","0.0337","0.613","0.8326","0.4163","0.1276","29.7112","0.0198","0.0083","0.028","0.1004","0.2097","0.2734","0.2227","0.1574","0","0","0","0","0","0","0","0","0","0"
"463","Texans DST","HST","dst","8","@KC","4.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.125","0.0448","0.6903","1.0938","0.5469","0.0927","69.2376","0.0302","0.0037","0.0139","0.0575","0.145","0.2381","0.2546","0.2871","0","0","0","0","0","0","0","0","0","0"
"464","Buccaneers DST","TB","dst","13","@NO","3.8","2200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3486","0.0425","0.728","0.8429","0.4214","0.0656","43.2461","0.0247","0.006","0.0203","0.0755","0.1709","0.252","0.2422","0.2331","0","0","0","0","0","0","0","0","0","0"
